Report_Name	Dataset Master Report
Report_ID	DSR
Release	RD1
Exceptions	3040: Partial Data Returned
Reporting_Period	2018-03-01 to 2018-03-31
Created	2018-03-12
Created_By	Dash

Dataset_Title	Publisher	Publisher_ID	Platform	Creators	Publication_Date	Dataset_Version	DOI	Other_ID	URI	YOP	Access_Method	Metric_Type	Country	Reporting_Period_Total	Reporting_Period_Volume
Annual Survey of Orange County 1991	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1BC7V		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1BC7V	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1991	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1BC7V		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1BC7V	2014	Regular	Unique_Dataset_Investigations	RU	1	
Gut bacteria from multiple sclerosis patients modulate human T cells and exacerbate symptoms in mouse models	UC San Francisco	grid.266102.1	Dash	Sergio Baranzini	2017-10-02		10.7272/Q6WQ01ZB		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6WQ01ZB	2017	Regular	Total_Dataset_Investigations	FR	1	
Gut bacteria from multiple sclerosis patients modulate human T cells and exacerbate symptoms in mouse models	UC San Francisco	grid.266102.1	Dash	Sergio Baranzini	2017-10-02		10.7272/Q6WQ01ZB		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6WQ01ZB	2017	Regular	Unique_Dataset_Investigations	FR	1	
Gut bacteria from multiple sclerosis patients modulate human T cells and exacerbate symptoms in mouse models	UC San Francisco	grid.266102.1	Dash	Sergio Baranzini	2017-10-02		10.7272/Q6WQ01ZB		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6WQ01ZB	2017	Regular	Total_Dataset_Investigations	RU	1	
Gut bacteria from multiple sclerosis patients modulate human T cells and exacerbate symptoms in mouse models	UC San Francisco	grid.266102.1	Dash	Sergio Baranzini	2017-10-02		10.7272/Q6WQ01ZB		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6WQ01ZB	2017	Regular	Unique_Dataset_Investigations	RU	1	
Salmon Creek radon data	UC Berkeley	grid.47840.3f	Dash	Laurel Larsen;Cleo Woelfle-Erskine	2017-10-06		10.6078/D1009P		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1009P	2017	Regular	Total_Dataset_Investigations	FR	1	
Salmon Creek radon data	UC Berkeley	grid.47840.3f	Dash	Laurel Larsen;Cleo Woelfle-Erskine	2017-10-06		10.6078/D1009P		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1009P	2017	Regular	Unique_Dataset_Investigations	FR	1	
Salmon Creek Watershed Stable Isotope Data	UC Berkeley	grid.47840.3f	Dash	Cleo Woelfle-Erskine	2017-09-30		10.6078/D1K08K		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1K08K	2017	Regular	Total_Dataset_Investigations	FR	1	
Salmon Creek Watershed Stable Isotope Data	UC Berkeley	grid.47840.3f	Dash	Cleo Woelfle-Erskine	2017-09-30		10.6078/D1K08K		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1K08K	2017	Regular	Unique_Dataset_Investigations	FR	1	
Salmon Creek Watershed Stable Isotope Data	UC Berkeley	grid.47840.3f	Dash	Cleo Woelfle-Erskine	2017-09-30		10.6078/D1K08K		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1K08K	2017	Regular	Total_Dataset_Investigations	RU	1	
Salmon Creek Watershed Stable Isotope Data	UC Berkeley	grid.47840.3f	Dash	Cleo Woelfle-Erskine	2017-09-30		10.6078/D1K08K		https://dash.berkeley.edu/stash/dataset/doi:10.6078/D1K08K	2017	Regular	Unique_Dataset_Investigations	RU	1	
Gut Microbiota from Multiple Sclerosis patients triggers spontaneous autoimmune encephalomyelitis in mice --shotgun data--	UC San Francisco	grid.266102.1	Dash	Hartmut Wekerle;Kerstin Berer;Lisa Ann Gerdes;Egle Cekanaviciute;Sherman Jia;Liang Xiao;Zhongkui Xia;Chuan Liu;Luisa Klotz;Uta Stauffer;Sergio Baranzini;Tania Kümpfel;Reinhard Hohlfeld;Gurumoorthy Krishnamoorthy	2017-10-02		10.7272/Q6N58JH2		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6N58JH2	2017	Regular	Total_Dataset_Investigations	FR	1	
Gut Microbiota from Multiple Sclerosis patients triggers spontaneous autoimmune encephalomyelitis in mice --shotgun data--	UC San Francisco	grid.266102.1	Dash	Hartmut Wekerle;Kerstin Berer;Lisa Ann Gerdes;Egle Cekanaviciute;Sherman Jia;Liang Xiao;Zhongkui Xia;Chuan Liu;Luisa Klotz;Uta Stauffer;Sergio Baranzini;Tania Kümpfel;Reinhard Hohlfeld;Gurumoorthy Krishnamoorthy	2017-10-02		10.7272/Q6N58JH2		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6N58JH2	2017	Regular	Unique_Dataset_Investigations	FR	1	
Gut Microbiota from Multiple Sclerosis patients triggers spontaneous autoimmune encephalomyelitis in mice --shotgun data--	UC San Francisco	grid.266102.1	Dash	Hartmut Wekerle;Kerstin Berer;Lisa Ann Gerdes;Egle Cekanaviciute;Sherman Jia;Liang Xiao;Zhongkui Xia;Chuan Liu;Luisa Klotz;Uta Stauffer;Sergio Baranzini;Tania Kümpfel;Reinhard Hohlfeld;Gurumoorthy Krishnamoorthy	2017-10-02		10.7272/Q6N58JH2		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6N58JH2	2017	Regular	Total_Dataset_Investigations	JP	1	
Gut Microbiota from Multiple Sclerosis patients triggers spontaneous autoimmune encephalomyelitis in mice --shotgun data--	UC San Francisco	grid.266102.1	Dash	Hartmut Wekerle;Kerstin Berer;Lisa Ann Gerdes;Egle Cekanaviciute;Sherman Jia;Liang Xiao;Zhongkui Xia;Chuan Liu;Luisa Klotz;Uta Stauffer;Sergio Baranzini;Tania Kümpfel;Reinhard Hohlfeld;Gurumoorthy Krishnamoorthy	2017-10-02		10.7272/Q6N58JH2		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6N58JH2	2017	Regular	Unique_Dataset_Investigations	JP	1	
Gut Microbiota from Multiple Sclerosis patients triggers spontaneous autoimmune encephalomyelitis in mice --shotgun data--	UC San Francisco	grid.266102.1	Dash	Hartmut Wekerle;Kerstin Berer;Lisa Ann Gerdes;Egle Cekanaviciute;Sherman Jia;Liang Xiao;Zhongkui Xia;Chuan Liu;Luisa Klotz;Uta Stauffer;Sergio Baranzini;Tania Kümpfel;Reinhard Hohlfeld;Gurumoorthy Krishnamoorthy	2017-10-02		10.7272/Q6N58JH2		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6N58JH2	2017	Regular	Total_Dataset_Investigations	RU	1	
Gut Microbiota from Multiple Sclerosis patients triggers spontaneous autoimmune encephalomyelitis in mice --shotgun data--	UC San Francisco	grid.266102.1	Dash	Hartmut Wekerle;Kerstin Berer;Lisa Ann Gerdes;Egle Cekanaviciute;Sherman Jia;Liang Xiao;Zhongkui Xia;Chuan Liu;Luisa Klotz;Uta Stauffer;Sergio Baranzini;Tania Kümpfel;Reinhard Hohlfeld;Gurumoorthy Krishnamoorthy	2017-10-02		10.7272/Q6N58JH2		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6N58JH2	2017	Regular	Unique_Dataset_Investigations	RU	1	
Projeto Final - Introdução à Ciência dos Dados - Mestrado em Engenharia de Computação - Poli USP	DataONE	tbd	Dash	Wesley Lourenco Barbosa	2017-12-14		10.15146/R3NT0Q		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3NT0Q	2017	Regular	Total_Dataset_Investigations	FR	1	
Projeto Final - Introdução à Ciência dos Dados - Mestrado em Engenharia de Computação - Poli USP	DataONE	tbd	Dash	Wesley Lourenco Barbosa	2017-12-14		10.15146/R3NT0Q		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3NT0Q	2017	Regular	Unique_Dataset_Investigations	FR	1	
Projeto Final - Introdução à Ciência dos Dados - Mestrado em Engenharia de Computação - Poli USP	DataONE	tbd	Dash	Wesley Lourenco Barbosa	2017-12-14		10.15146/R3NT0Q		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3NT0Q	2017	Regular	Total_Dataset_Investigations	RU	1	
Projeto Final - Introdução à Ciência dos Dados - Mestrado em Engenharia de Computação - Poli USP	DataONE	tbd	Dash	Wesley Lourenco Barbosa	2017-12-14		10.15146/R3NT0Q		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3NT0Q	2017	Regular	Unique_Dataset_Investigations	RU	1	
Rain and Hail intensity. April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3B011		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3B011	2014	Regular	Total_Dataset_Investigations	FR	1	
Rain and Hail intensity. April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3B011		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3B011	2014	Regular	Unique_Dataset_Investigations	FR	1	
Rain and Hail intensity. April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3B011		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3B011	2014	Regular	Total_Dataset_Investigations	RU	1	
Rain and Hail intensity. April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3B011		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3B011	2014	Regular	Unique_Dataset_Investigations	RU	1	
Rain and Hail intensity. April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3S012		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3S012	2014	Regular	Total_Dataset_Investigations	FR	1	
Rain and Hail intensity. April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3S012		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3S012	2014	Regular	Unique_Dataset_Investigations	FR	1	
Rain and Hail intensity. April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3S012		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3S012	2014	Regular	Total_Dataset_Investigations	RU	1	
Rain and Hail intensity. April 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3S012		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3S012	2014	Regular	Unique_Dataset_Investigations	RU	1	
Rain and Hail intensity. August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3HP4M		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3HP4M	2014	Regular	Total_Dataset_Investigations	FR	1	
Rain and Hail intensity. August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3HP4M		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3HP4M	2014	Regular	Unique_Dataset_Investigations	FR	1	
Rain and Hail intensity. August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3HP4M		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3HP4M	2014	Regular	Total_Dataset_Investigations	RU	1	
Rain and Hail intensity. August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3HP4M		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3HP4M	2014	Regular	Unique_Dataset_Investigations	RU	1	
Rain and Hail intensity. August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3901Q		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3901Q	2014	Regular	Total_Dataset_Investigations	FR	1	
Rain and Hail intensity. August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3901Q		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3901Q	2014	Regular	Unique_Dataset_Investigations	FR	1	
Rain and Hail intensity. August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3901Q		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3901Q	2014	Regular	Total_Dataset_Investigations	RU	1	
Rain and Hail intensity. August 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3901Q		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3901Q	2014	Regular	Unique_Dataset_Investigations	RU	1	
Rain and Hail intensity. December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3T01C		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3T01C	2014	Regular	Total_Dataset_Investigations	FR	1	
Rain and Hail intensity. December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3T01C		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3T01C	2014	Regular	Unique_Dataset_Investigations	FR	1	
Rain and Hail intensity. December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3T01C		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3T01C	2014	Regular	Total_Dataset_Investigations	RU	1	
Rain and Hail intensity. December 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3T01C		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3T01C	2014	Regular	Unique_Dataset_Investigations	RU	1	
Rain and Hail intensity. January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3HG69		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3HG69	2014	Regular	Total_Dataset_Investigations	NL	1	
Rain and Hail intensity. January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3HG69		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3HG69	2014	Regular	Unique_Dataset_Investigations	NL	1	
Rain and Hail intensity. January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3HG69		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3HG69	2014	Regular	Total_Dataset_Investigations	RU	1	
Rain and Hail intensity. January 2013	DataONE	tbd	Dash	Fernando Aguilar	2014-01-22		10.15146/R3HG69		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3HG69	2014	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1994	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1Z594		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1Z594	2014	Regular	Total_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1994	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1Z594		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1Z594	2014	Regular	Unique_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1994	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1Z594		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1Z594	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1994	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1Z594		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1Z594	2014	Regular	Unique_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1995	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1TG6V		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1TG6V	2014	Regular	Total_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1995	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1TG6V		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1TG6V	2014	Regular	Unique_Dataset_Investigations	FR	1	
Annual Survey of Orange County 1995	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1TG6V		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1TG6V	2014	Regular	Total_Dataset_Investigations	RU	1	
Annual Survey of Orange County 1995	UC Irvine	grid.266093.8	Dash	Mark Baldassare	2014-10-31		10.7280/D1TG6V		https://dash.lib.uci.edu/stash/dataset/doi:10.7280/D1TG6V	2014	Regular	Unique_Dataset_Investigations	RU	1	
Changes in brain anatomy during the course of PTSD	UC San Francisco	grid.266102.1	Dash	Valerie Cardenas;Kristin Samuelson;Maryanne A. Lenoci;Colin Studholme;Thomas C. Neylan;Charles R. Marmar;Norbert Schuff;Michael W. Weiner	2013-08-22		10.7272/Q6RN35SZ		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6RN35SZ	2012	Regular	Total_Dataset_Investigations	FR	1	
Changes in brain anatomy during the course of PTSD	UC San Francisco	grid.266102.1	Dash	Valerie Cardenas;Kristin Samuelson;Maryanne A. Lenoci;Colin Studholme;Thomas C. Neylan;Charles R. Marmar;Norbert Schuff;Michael W. Weiner	2013-08-22		10.7272/Q6RN35SZ		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6RN35SZ	2012	Regular	Unique_Dataset_Investigations	FR	1	
Changes in brain anatomy during the course of PTSD	UC San Francisco	grid.266102.1	Dash	Valerie Cardenas;Kristin Samuelson;Maryanne A. Lenoci;Colin Studholme;Thomas C. Neylan;Charles R. Marmar;Norbert Schuff;Michael W. Weiner	2013-08-22		10.7272/Q6RN35SZ		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6RN35SZ	2012	Regular	Total_Dataset_Investigations	RU	1	
Changes in brain anatomy during the course of PTSD	UC San Francisco	grid.266102.1	Dash	Valerie Cardenas;Kristin Samuelson;Maryanne A. Lenoci;Colin Studholme;Thomas C. Neylan;Charles R. Marmar;Norbert Schuff;Michael W. Weiner	2013-08-22		10.7272/Q6RN35SZ		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6RN35SZ	2012	Regular	Unique_Dataset_Investigations	RU	1	
CogLaboration Experiment 6, Force sensor object transfers	University of Birmingham, UK	tbd	Dash	Ansgar Koene	2013-01-07		10.15146/R3RW23		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3RW23	2013	Regular	Total_Dataset_Investigations	FR	1	
CogLaboration Experiment 6, Force sensor object transfers	University of Birmingham, UK	tbd	Dash	Ansgar Koene	2013-01-07		10.15146/R3RW23		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3RW23	2013	Regular	Unique_Dataset_Investigations	FR	1	
CogLaboration Experiment 6, Force sensor object transfers	University of Birmingham, UK	tbd	Dash	Ansgar Koene	2013-01-07		10.15146/R3RW23		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3RW23	2013	Regular	Total_Dataset_Investigations	RU	1	
CogLaboration Experiment 6, Force sensor object transfers	University of Birmingham, UK	tbd	Dash	Ansgar Koene	2013-01-07		10.15146/R3RW23		https://oneshare.cdlib.org/stash/dataset/doi:10.15146/R3RW23	2013	Regular	Unique_Dataset_Investigations	RU	1	
CSF Biomarker and PIB-PET Derived Beta-Amyloid Signature Predicts Metabolic, Grey Matter and Cognitive Changes in Non-Demented Subjects	UC San Francisco	grid.266102.1	Dash	Michael Ewers;Philip Insel;William J. Jagust;Leslie Shaw;John Q. Trojanowski;Paul Aisen;Ronald C. Petersen;Norbert Schuff;Michael W. Weiner	2013-08-22		10.7272/Q6154F00		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6154F00	2012	Regular	Total_Dataset_Investigations	FR	1	
CSF Biomarker and PIB-PET Derived Beta-Amyloid Signature Predicts Metabolic, Grey Matter and Cognitive Changes in Non-Demented Subjects	UC San Francisco	grid.266102.1	Dash	Michael Ewers;Philip Insel;William J. Jagust;Leslie Shaw;John Q. Trojanowski;Paul Aisen;Ronald C. Petersen;Norbert Schuff;Michael W. Weiner	2013-08-22		10.7272/Q6154F00		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6154F00	2012	Regular	Unique_Dataset_Investigations	FR	1	
CSF Biomarker and PIB-PET Derived Beta-Amyloid Signature Predicts Metabolic, Grey Matter and Cognitive Changes in Non-Demented Subjects	UC San Francisco	grid.266102.1	Dash	Michael Ewers;Philip Insel;William J. Jagust;Leslie Shaw;John Q. Trojanowski;Paul Aisen;Ronald C. Petersen;Norbert Schuff;Michael W. Weiner	2013-08-22		10.7272/Q6154F00		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6154F00	2012	Regular	Total_Dataset_Investigations	RU	1	
CSF Biomarker and PIB-PET Derived Beta-Amyloid Signature Predicts Metabolic, Grey Matter and Cognitive Changes in Non-Demented Subjects	UC San Francisco	grid.266102.1	Dash	Michael Ewers;Philip Insel;William J. Jagust;Leslie Shaw;John Q. Trojanowski;Paul Aisen;Ronald C. Petersen;Norbert Schuff;Michael W. Weiner	2013-08-22		10.7272/Q6154F00		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6154F00	2012	Regular	Unique_Dataset_Investigations	RU	1	
Gulf War Illness	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner	2013-06-20		10.7272/Q66Q1V54		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q66Q1V54	2012	Regular	Total_Dataset_Investigations	FR	1	
Gulf War Illness	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner	2013-06-20		10.7272/Q66Q1V54		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q66Q1V54	2012	Regular	Unique_Dataset_Investigations	FR	1	
Gulf War Illness	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner	2013-06-20		10.7272/Q66Q1V54		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q66Q1V54	2012	Regular	Total_Dataset_Investigations	RU	1	
Gulf War Illness	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner	2013-06-20		10.7272/Q66Q1V54		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q66Q1V54	2012	Regular	Unique_Dataset_Investigations	RU	1	
Patterns of age-related water diffusion changes in human brain by concordance and discordance analysis.	UC San Francisco	grid.266102.1	Dash	Yu Zhang;An-Tao Du;Satoru Hayasaka;Geon-ho Jahng;Jennifer Hlavin;Wang Zhan;Michael W. Weiner;Norbert Schuff;Memory and Aging Center	2013-06-20		10.7272/Q67P8W9Z		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q67P8W9Z	2012	Regular	Total_Dataset_Investigations	FR	1	
Patterns of age-related water diffusion changes in human brain by concordance and discordance analysis.	UC San Francisco	grid.266102.1	Dash	Yu Zhang;An-Tao Du;Satoru Hayasaka;Geon-ho Jahng;Jennifer Hlavin;Wang Zhan;Michael W. Weiner;Norbert Schuff;Memory and Aging Center	2013-06-20		10.7272/Q67P8W9Z		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q67P8W9Z	2012	Regular	Unique_Dataset_Investigations	FR	1	
Patterns of age-related water diffusion changes in human brain by concordance and discordance analysis.	UC San Francisco	grid.266102.1	Dash	Yu Zhang;An-Tao Du;Satoru Hayasaka;Geon-ho Jahng;Jennifer Hlavin;Wang Zhan;Michael W. Weiner;Norbert Schuff;Memory and Aging Center	2013-06-20		10.7272/Q67P8W9Z		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q67P8W9Z	2012	Regular	Total_Dataset_Investigations	RU	1	
Patterns of age-related water diffusion changes in human brain by concordance and discordance analysis.	UC San Francisco	grid.266102.1	Dash	Yu Zhang;An-Tao Du;Satoru Hayasaka;Geon-ho Jahng;Jennifer Hlavin;Wang Zhan;Michael W. Weiner;Norbert Schuff;Memory and Aging Center	2013-06-20		10.7272/Q67P8W9Z		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q67P8W9Z	2012	Regular	Unique_Dataset_Investigations	RU	1	
Posttraumatic Stress Disorder (PTSD)	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner;Norbert Schuff	2013-08-22		10.7272/Q6QN64NK		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6QN64NK	2012	Regular	Total_Dataset_Investigations	FR	1	
Posttraumatic Stress Disorder (PTSD)	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner;Norbert Schuff	2013-08-22		10.7272/Q6QN64NK		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6QN64NK	2012	Regular	Unique_Dataset_Investigations	FR	1	
Posttraumatic Stress Disorder (PTSD)	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner;Norbert Schuff	2013-08-22		10.7272/Q6QN64NK		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6QN64NK	2012	Regular	Total_Dataset_Investigations	RU	1	
Posttraumatic Stress Disorder (PTSD)	UC San Francisco	grid.266102.1	Dash	Michael W. Weiner;Norbert Schuff	2013-08-22		10.7272/Q6QN64NK		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6QN64NK	2012	Regular	Unique_Dataset_Investigations	RU	1	
Progression of white matter degeneration in amyotrophic lateral sclerosis: A diffusion tensor imaging study	UC San Francisco	grid.266102.1	Dash	Yu Zhang;Norbert Schuff;Susan Woolley;Gloria Chiang;Lauren Boreta;Joel Laxamana;Jonathon Katz;Michael W. Weiner	2013-06-20		10.7272/Q6H41PB7		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6H41PB7	2012	Regular	Total_Dataset_Investigations	FR	1	
Progression of white matter degeneration in amyotrophic lateral sclerosis: A diffusion tensor imaging study	UC San Francisco	grid.266102.1	Dash	Yu Zhang;Norbert Schuff;Susan Woolley;Gloria Chiang;Lauren Boreta;Joel Laxamana;Jonathon Katz;Michael W. Weiner	2013-06-20		10.7272/Q6H41PB7		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6H41PB7	2012	Regular	Unique_Dataset_Investigations	FR	1	
Progression of white matter degeneration in amyotrophic lateral sclerosis: A diffusion tensor imaging study	UC San Francisco	grid.266102.1	Dash	Yu Zhang;Norbert Schuff;Susan Woolley;Gloria Chiang;Lauren Boreta;Joel Laxamana;Jonathon Katz;Michael W. Weiner	2013-06-20		10.7272/Q6H41PB7		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6H41PB7	2012	Regular	Total_Dataset_Investigations	RU	1	
Progression of white matter degeneration in amyotrophic lateral sclerosis: A diffusion tensor imaging study	UC San Francisco	grid.266102.1	Dash	Yu Zhang;Norbert Schuff;Susan Woolley;Gloria Chiang;Lauren Boreta;Joel Laxamana;Jonathon Katz;Michael W. Weiner	2013-06-20		10.7272/Q6H41PB7		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6H41PB7	2012	Regular	Unique_Dataset_Investigations	RU	1	
Voxel-wise co-analysis of macro- and microstructural brain alteration in Mild Cognitive Impairment and Alzheimer's disease using anatomical and diffusion MRI	UC San Francisco	grid.266102.1	Dash	Valerie Cardenas;Duygu Tosun;Linda Chao;P. Thomas Fletcher;Sarang Joshi;Sarang Joshi;Michael W. Weiner;Norbert Schuff	2013-08-22		10.7272/Q6MW2F2N		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6MW2F2N	2012	Regular	Total_Dataset_Investigations	FR	1	
Voxel-wise co-analysis of macro- and microstructural brain alteration in Mild Cognitive Impairment and Alzheimer's disease using anatomical and diffusion MRI	UC San Francisco	grid.266102.1	Dash	Valerie Cardenas;Duygu Tosun;Linda Chao;P. Thomas Fletcher;Sarang Joshi;Sarang Joshi;Michael W. Weiner;Norbert Schuff	2013-08-22		10.7272/Q6MW2F2N		https://datashare.ucsf.edu/stash/dataset/doi:10.7272/Q6MW2F2N	2012	Regular	Unique_Dataset_Investigations	FR	1	
